Part Name,Part Density(g/cm(Cube)),Tensile Strength(Mpa),Stiffness(Gpa),Thermal Conductivity(Watt Per Meter Kelvin),Cost(RS),Stress Requirement(Mpa),Operating Temperature(Degree centigrade),Suggested Material
Drum Brakes,7.983160528,469.4083976,53.56373176,182.3620211,4599.17329,653.5289873,689.0339909,Titanium
Spur Gears,1.128033507,230.5389723,41.52154704,143.4299381,3973.301221,869.4192846,445.585116,Titanium
Ball Bearing,4.348508336,671.0896213,55.63890343,179.8657578,3652.89354,507.9853805,66.19908026,High-speed Steel
Timing Belts,5.767902861,977.2649188,136.804172,80.7251976,586.3778122,798.3877656,83.83669908,Letnol
Exhaust Manifolds,5.999307453,599.7187667,58.94195759,43.73430533,2901.660616,627.0837691,463.5431203,Stainless Steel
Helical Gears,3.587786019,59.01078678,100.4949801,197.4114355,5982.320522,886.94464,121.8426502,Carbon Fiber
O-rings,4.910387051,525.5998872,161.7350494,161.4941751,2887.653297,60.97017519,200.9876422,Stainless Steel
Disc Brakes,6.367834988,1127.14749,155.6327498,30.4968824,5644.772672,738.0118138,56.26709799,Carbon Fiber
Coupling,7.196913649,738.0313349,179.9749088,80.23218187,2961.952467,914.4455115,534.2356491,High-speed Steel
Fuel Pumps,7.929210842,492.739661,174.0520661,181.2590127,1260.436847,517.9680347,616.786392,Medium Carbon Steel
Flywheel,2.783348632,1264.924156,45.47261179,40.45291607,2148.63042,909.0558802,739.432237,High-strength Steel
Valve,4.381239468,683.2147399,109.8112676,175.0568154,2041.09764,988.181349,601.9059723,High-strength Steel
Drum Brakes,2.726854838,165.595166,115.00316,145.4999545,2136.717631,452.267944,500.8946813,Mild Steel
Turbine,5.894835404,1275.52435,85.30013173,135.649917,4188.313782,885.3079439,392.3464436,Titanium
Exhaust Manifolds,1.563055353,806.6326586,50.35216632,125.2475797,1599.236931,588.8858312,121.1705447,Brass
Double Wishbone Linkages,6.677367244,611.0776794,89.25068263,54.70641402,3662.30136,912.3153776,447.3492443,High-speed Steel
Spring,7.126595034,1253.413166,59.66570713,118.1141425,3073.379768,373.176662,493.0890639,High-speed Steel
Diaphragm Pumps,4.75439365,913.6984473,193.4837239,146.7684577,5338.537987,679.7759979,670.503498,Titanium
Sealing Washers,5.91278877,719.1920858,57.54997573,66.07393712,1557.289942,311.3894596,108.1004584,Aluminum Alloy
Turbine,3.408340925,362.4409718,2.036769457,50.08918376,4172.296389,233.3058808,423.0855462,Titanium
Camshafts,6.710403544,759.5404958,208.4276821,190.0447788,3564.784896,727.3451376,88.63905082,High-speed Steel
Cone Clutches,4.066737502,570.4255381,68.4213958,58.63993653,3935.306674,614.0390737,400.8940396,Titanium
Gear,4.02177549,118.7459916,36.66980541,84.9490801,1126.963313,142.1485146,742.648072,Cast Iron
Wheel,7.692135462,123.0788005,19.62039752,126.5376221,3582.88159,293.0785865,357.4813924,Stainless Steel
Spur Gears,6.781854047,573.141678,16.66096515,1.927673822,797.3424443,54.05621446,606.3141617,Letnol
Parking Brakes,1.001226757,422.4106988,33.01182804,184.9472333,5703.881438,278.1656305,212.5037577,Carbon Fiber
Disc Brakes,5.927928223,310.1669233,47.27293564,56.36972853,587.5233278,127.8636002,128.2849685,Plastic
Cylinder Heads,3.875340449,1038.077251,131.2679806,24.59382019,2582.539912,924.3634209,544.224528,High-speed Steel
Cylinder Heads,2.082497963,1366.499605,27.73501031,138.9566819,1746.778821,541.6661169,310.3468474,High Carbon Steel
Fuel Pumps,2.330561968,1223.271529,163.2331309,160.6776252,4936.069371,130.672855,181.439473,Titanium
Disc,2.919652281,1151.368822,209.5337529,103.2752555,4211.674846,765.146101,125.1576431,Titanium
Housing,5.052411201,1412.901362,9.129465224,175.3208758,1338.308289,876.6159872,147.105773,High Carbon Steel
Valves,5.653238381,193.0112127,41.58917592,179.1745954,4694.131819,558.3051055,441.0083784,Titanium
Drum Brakes,7.552810777,1378.301816,200.8253716,47.15779587,3251.206657,243.0233214,720.3170335,High-speed Steel
Four Bar Linkages,2.501924261,570.7407318,14.91407499,35.43955421,1335.882459,211.0583208,401.8566845,Brass
Intake Manifolds,1.895100214,995.6059872,116.0865551,82.00223774,4608.177011,486.295912,598.997914,Titanium
Crankshafts,2.849779314,183.6535783,5.929673937,78.76885097,5581.431296,196.990391,743.9806835,Titanium
Casing,4.423497468,1089.8841,92.90774729,91.45106766,1479.663378,202.9538565,458.0087509,Medium Carbon Steel
Rack and Pinion Gears,5.067190565,101.4078212,89.46339321,154.8424874,4209.485931,910.1025802,604.5436597,Titanium
Wheel,4.172297505,165.7193532,15.79488755,36.94806161,5389.416775,959.8046123,630.0491588,Titanium
Spring,2.149646439,1156.770768,84.2527842,166.0959273,5665.828057,81.76615886,669.9237208,Carbon Fiber
Fuel Injectors,5.830886411,772.7414506,83.58706147,134.9314971,4600.556679,906.7945545,291.1770525,Titanium
Crankshafts,1.217261035,911.8362472,191.2760071,89.29767945,4032.473906,532.4186986,319.6130716,Titanium
Centrifugal Pumps,5.945878348,153.4004741,82.63070314,80.86551036,1416.621829,562.6361098,166.832694,Aluminum Alloy
Pistons,5.77163125,45.57116395,32.50331393,176.7603812,3150.051343,777.9936753,639.7665645,Stainless Steel
Oil Pumps,4.316004952,64.03700418,122.5440221,46.15559775,5954.174266,27.97470355,187.0355827,Carbon Fiber
Shaft,7.805996807,473.5142274,98.31028251,48.90632239,496.772615,903.6059519,407.3500989,Letnol
Valve,2.212739782,894.9775394,10.18677499,136.3859551,3854.481399,74.90309239,455.5478116,High-speed Steel
Intake Manifolds,2.104185658,1253.45649,123.5158692,173.3142042,5840.020989,329.7688613,393.7841947,Carbon Fiber
Rocker Arms,7.858491195,77.64562498,185.0194819,159.9990756,1820.738862,413.7749932,777.2043122,Mild Steel
Pneumatic Brakes,5.078740353,95.69342892,168.0849621,36.54574694,4286.795401,721.4082449,544.230927,Titanium
Multi-plate Clutches,1.204985076,785.534879,192.6359195,64.96717988,1946.106506,736.8656111,83.83469135,High-strength Steel
Centrifugal Clutches,3.793215592,1267.079547,131.4539717,31.19923481,2929.240099,372.7123895,753.1981713,High-speed Steel
Spur Gears,4.279109416,39.58808616,80.69318993,152.899229,5530.664118,327.1300774,420.1783003,Titanium
Cam,6.216480032,281.8523034,121.8933238,21.9024944,762.0785244,154.4957233,496.4033519,Letnol
Bevel Gears,1.555384494,613.8155966,133.1335377,114.9568196,2721.9748,463.5154896,568.3131913,Stainless Steel
Exhaust Manifolds,3.849845221,988.8486626,165.9157126,190.8041623,5757.129517,309.9925158,521.6912871,Carbon Fiber
Disc,5.96926711,643.3469456,100.5953188,60.94085638,5223.096374,541.5846268,78.69330046,Titanium
Shaft,6.831610429,966.09743,170.2828641,146.1671224,1206.499002,943.9240932,466.2414476,High Carbon Steel
Sealing Washers,1.138107175,690.116464,16.54600562,131.8457601,2543.074053,299.2345257,278.168387,Stainless Steel
Regenerative Brakes,1.803399298,489.0132014,76.75662743,36.88342418,4953.229707,495.9441477,394.6916247,Titanium
Positive Displacement Pumps,1.809390154,598.3454831,29.51695549,151.3729211,1281.440559,457.4283504,615.8260392,Medium Carbon Steel
Cone Clutches,1.488527628,676.5479963,153.8046468,14.38040953,5748.605664,480.1270241,377.2782593,Carbon Fiber
Drum Brakes,4.236134111,677.863432,56.17692493,115.8817466,637.6065859,925.4933093,77.6745139,Letnol
Centrifugal Pumps,2.615257351,25.01345838,177.4982872,126.508889,4828.254915,609.6497675,301.3617329,Titanium
Positive Displacement Pumps,4.065256827,872.9690732,25.00418538,195.8582258,1754.172241,653.1262304,711.1282406,High-strength Steel
Regenerative Brakes,3.316903947,1424.281019,32.68921931,67.7824327,1210.124976,39.76983459,374.8897078,Medium Carbon Steel
Engine Blocks,2.344437272,911.8254995,131.215167,178.6218043,3639.060484,378.2928467,250.9973531,High-speed Steel
Cylinder Heads,5.675286227,261.6694612,179.124409,10.6547053,5798.838889,417.7141242,153.615196,Carbon Fiber
Piston,1.057656605,334.7518796,113.1099872,36.71412709,4579.066776,686.1438275,309.9736201,Titanium
Lip Seals,1.814406553,783.462815,76.60086516,92.19694337,703.887577,856.1368376,278.4127297,Medium Carbon Steel
Diaphragm Pumps,2.542894985,1339.29958,115.972949,47.88696477,5441.8846,133.0726543,456.861442,Titanium
Peristaltic Pumps,1.638205984,65.4700884,16.56347103,132.7901579,4214.705834,371.2452568,289.8847378,Titanium
Bell Crank Linkages,1.694861999,351.4852696,204.596515,117.4429204,4899.914221,711.5310612,522.9827308,Titanium
Wheel,2.803121609,416.649241,100.0549092,34.04740029,5394.688918,247.6234435,477.2815736,Titanium
Turbine,6.293538152,1323.600153,180.9441195,83.68975489,4650.015995,877.6498814,652.614879,Titanium
Gear Pumps,6.079981844,188.3422843,139.2616963,83.41809694,574.9618769,195.0569417,689.1834308,Letnol
Pistons,2.61842669,652.3107293,50.15772395,137.0454743,3497.844368,543.4176931,731.4483992,High-speed Steel
Cam,3.909955017,400.9959824,21.51222658,180.8376112,2706.163927,164.2713752,192.7737847,Stainless Steel
Spark Plugs,3.920463637,1498.86253,167.4144745,142.6168713,1694.509801,213.2998022,300.9823006,High Carbon Steel
Timing Belts,6.322383192,1190.298911,80.54237171,53.05143341,2757.233814,738.989331,692.1147666,High-speed Steel
Rack and Pinion Gears,5.046470694,927.8317702,179.4949427,21.58005199,2709.518605,583.5622496,404.6397951,Stainless Steel
Piston,3.493714613,1409.065948,39.50439265,43.18807807,1391.595785,951.1358856,686.7124204,High Carbon Steel
Camshafts,3.741893154,531.7876827,145.559465,163.5404381,2172.149688,535.6642141,715.1892403,High-strength Steel
Rack and Pinion Gears,7.867187021,24.55016747,118.4030004,185.8770483,5857.847356,828.3159932,319.0971685,Carbon Fiber
Parking Brakes,6.134519432,1171.049392,57.83938057,46.51631778,1510.950001,811.327388,438.1883817,High Carbon Steel
Crank Linkage Systems,5.194749252,1296.717188,44.51920421,40.41060496,1674.498917,872.4494446,286.7697379,High Carbon Steel
Peristaltic Pumps,7.615148279,1104.892613,181.5882566,17.62684846,935.7970973,873.1449732,396.5227645,High Carbon Steel
Crank Linkage Systems,1.336352007,1237.116838,85.49642901,95.98880543,1148.671551,65.0466299,652.4984571,Medium Carbon Steel
Four Bar Linkages,5.085701906,943.0047613,124.8576524,19.81391303,5672.536353,354.045196,363.5284048,Carbon Fiber
Valves,1.597303787,168.2969786,141.9394934,168.5710637,5366.304073,919.4946203,251.8477903,Titanium
Diaphragm Pumps,4.421711837,992.0302386,85.32151678,129.3845504,3758.444731,360.4917588,98.33302641,High-speed Steel
Valves,2.794955266,1136.659713,57.0563239,65.73219674,2089.858567,213.2356043,393.5658243,High-strength Steel
Centrifugal Pumps,4.189508252,805.7873747,130.270828,88.62822994,2545.786494,484.9619489,780.3055618,Stainless Steel
Fuel Injectors,5.285946741,143.8908596,132.9013355,32.69144786,3289.553786,30.56510655,488.4583411,Stainless Steel
Engine Blocks,7.927515081,688.9549959,43.80928738,144.8359198,2966.735274,801.644026,352.6714739,Stainless Steel
Rocker Arms,3.064795733,1105.701559,118.9740601,195.6685398,2274.014614,586.6276089,648.4284146,High-strength Steel
Connecting Rods,3.651802014,735.1693303,168.8099582,178.2754669,2115.389914,288.534252,629.8924654,High-strength Steel
Timing Chains,2.345935161,1259.595136,134.8973643,43.39558536,5038.65196,508.4783472,412.9669403,Titanium
Positive Displacement Pumps,7.198269862,1061.358709,105.2728954,118.797032,1509.177961,362.7825022,778.9910867,High Carbon Steel
Timing Gears,6.622910814,37.1166859,79.93334433,82.77274895,2845.070967,916.3942217,342.7163751,Stainless Steel
Connecting Rods,1.67456917,697.6521154,21.7261994,5.052418905,3442.853947,445.325831,405.6896851,High-speed Steel
Valve,7.923176271,216.2377113,151.4381389,29.75141084,1491.874422,303.8507742,564.2459628,Mild Steel
Pneumatic Brakes,1.192143181,1378.745079,200.2603329,32.32725106,5328.005916,349.5342563,172.2611994,Titanium
Spur Gears,1.628949249,973.5422773,74.95980274,81.06037047,2206.590055,436.9637637,669.607894,High-strength Steel
O-rings,4.720779229,984.9387907,177.4843477,108.0644836,415.2551068,852.2274943,578.3102417,Letnol
Pistons,2.583167552,760.3509576,64.18791191,36.77642505,2840.064209,851.72362,196.866948,Stainless Steel
Pistons,4.443730387,443.8370678,89.65000089,136.9371391,5123.959245,514.4733209,218.8650345,Titanium
Water Pumps,3.329386027,1098.896289,74.11847001,25.55806087,5402.40556,159.0687141,770.8373881,Titanium
Engine Blocks,7.081692823,1115.356621,199.2806832,118.7779559,3531.147003,305.7695002,777.794876,High-speed Steel
Coupling,2.739100213,396.3924408,186.0848357,147.4669107,2764.749796,702.2537848,311.4025797,Stainless Steel
Multi-plate Clutches,4.599410456,892.3182029,140.3952155,3.193044941,2993.389088,637.5720474,136.0926319,High-speed Steel
Double Wishbone Linkages,3.531898984,618.6658133,145.764153,38.23791362,5713.217154,863.1605577,287.1998358,Carbon Fiber
Gear Pumps,6.459344531,216.9878391,81.92295935,72.06580791,2039.839159,634.8205816,285.1418035,Aluminum Alloy
Multi-plate Clutches,4.33686925,1319.244431,128.8687651,132.8872057,5684.271719,892.0656189,542.2266009,Carbon Fiber
Electromagnetic Clutches,2.333889311,127.7377964,123.7220648,195.8000908,1281.779995,451.974962,315.4701683,Aluminimum
Diaphragm Pumps,3.051598695,1213.72882,180.7253348,186.2569747,1522.23801,568.3532454,472.9063805,High Carbon Steel
Coupling,3.686146472,186.5912572,193.8559963,76.04762487,5013.947729,32.48397006,78.12407293,Titanium
Camshafts,2.284049442,1195.960537,198.7890292,144.2837424,3455.057665,872.5928095,699.0746628,High-speed Steel
Intake Manifolds,2.943825619,281.2265012,101.5975878,93.11989072,2081.297261,937.0717823,734.793357,High-strength Steel
Ball Bearing,5.467887256,1494.588514,202.5593064,119.0471701,1536.095062,999.5342404,160.7743477,High Carbon Steel
Timing Gears,4.61942134,658.3569438,43.21028289,19.37632578,5271.106331,925.6650722,337.3944953,Titanium
Timing Gears,2.073627658,719.8532546,202.5626961,62.99938175,4814.091042,768.4778035,581.763692,Titanium
Ball Bearing,6.525139672,739.1736828,45.9703042,64.83780576,2273.773031,561.3101862,556.9656128,Stainless Steel
Cone Clutches,6.127267953,1290.657901,109.6697332,118.8547975,1548.079428,789.0393532,295.2900757,High Carbon Steel
Gaskets,4.066450677,930.587803,138.0958239,88.39738776,4980.435402,564.1356039,731.3727142,Titanium
Intake Manifolds,6.207877782,593.4419384,66.01753727,61.16031365,1715.275763,944.4990388,289.7659746,High Carbon Steel
Turbine,6.881862664,1163.672596,144.8341154,131.6338822,4500.218019,190.33389,665.601029,Titanium
Cylinder Heads,3.746241528,985.5464625,168.7472487,157.3021662,5598.954945,469.5431648,350.0252099,Carbon Fiber
Disc Brakes,3.495118321,598.5944836,164.6543776,113.2551457,4116.67196,805.9740297,319.4255937,Titanium
Double Wishbone Linkages,5.638917513,1019.640116,1.997405428,195.971944,4705.474747,944.4350202,639.2807409,Titanium
Gear Wheels,7.362181871,332.4980709,114.2608662,176.9284324,3917.401943,413.6183215,146.4422357,Titanium
Fuel Pumps,2.754168422,1264.207134,196.5756083,137.3003134,1245.846763,919.006906,693.3789452,High Carbon Steel
Rocker Arms,4.565440328,1439.70116,75.84432431,37.68442607,3964.563337,441.8621656,359.915697,High-speed Steel
Gear Wheels,5.399383788,1286.433801,134.7796283,199.0495726,3193.413148,869.2189365,601.419394,High-speed Steel
Crankshafts,2.786188992,917.0133854,194.0358106,89.19051764,924.2650081,554.013158,311.4087766,Medium Carbon Steel
Gear,1.896673332,740.6492129,37.39530745,31.88211413,5744.799998,358.8882567,783.391936,Carbon Fiber
Disc,3.836228124,1111.574969,48.0521248,42.46532161,1229.884608,542.334709,236.8175797,High Carbon Steel
Crankshafts,2.063150575,901.1301637,23.48958471,49.01996929,3596.797592,934.3694835,158.2393171,High-speed Steel
Gear Pumps,5.622651875,1357.970859,84.01507088,70.43818679,5343.970566,757.8385788,606.7333821,Titanium
Crank Linkage Systems,3.934165364,790.8079456,69.79216993,129.6363176,4863.112079,688.898636,649.3165267,Titanium
Engine Blocks,2.795036174,1014.17341,180.7201263,76.62504229,2591.534984,542.3436511,599.0701831,Stainless Steel
Disc,2.855113456,178.6176019,85.43823593,67.98937186,4701.098788,991.2051617,53.03916681,Titanium
Sealing Washers,2.334444006,246.1632193,149.9837522,51.49084965,995.0847114,892.9875144,382.7816039,Medium Carbon Steel
Parking Brakes,3.942781348,681.8565441,201.7161099,4.282603536,1214.322233,41.01708174,362.0939267,Low Carbon Steel
Spring,3.057281709,317.1922739,147.1142617,118.1343868,5496.472451,469.8365235,93.76737326,Titanium
Worm Gears,2.718141889,1255.884469,94.66372153,176.2527857,769.6255134,982.9960941,447.9158175,High Carbon Steel
Cylinder Heads,5.545536636,589.64718,194.1567978,32.82712182,2925.619894,957.3887418,292.0789111,Stainless Steel
Disc Clutches,1.937652165,787.0282979,112.8566678,113.260748,4659.772368,379.0029573,104.5810806,Titanium
Spark Plugs,6.355895044,547.5414652,164.1354616,29.04748888,4735.660298,965.4335147,421.6335558,Titanium
O-rings,7.905561434,612.7336515,83.76584973,108.35432,1521.847466,275.3581859,363.7539738,Brass
Coupling,4.611208304,863.8479227,133.5197854,192.2983298,4091.580258,465.3676828,615.0075803,Titanium
Sealing Washers,2.884600022,980.3250664,121.4852459,113.062682,2315.037473,76.2929966,590.5603028,Stainless Steel
Disc,4.722470941,500.6488152,169.1531178,119.6362647,4459.801243,425.6536008,483.6920919,Titanium
Crank Linkage Systems,3.064931602,1180.604095,109.8355743,183.8482755,2046.003918,236.7952363,90.81512548,High-strength Steel
Coupling,1.697473432,1005.281474,27.87653872,153.191631,4297.137932,967.5112567,126.5103709,Titanium
Disc,2.463791803,588.213603,107.8480697,33.10829722,5811.15256,550.1278959,418.759762,Carbon Fiber
Crankshafts,2.353128963,26.53654658,162.954557,19.45025918,1991.515845,548.677945,609.1151457,Mild Steel
Bearing,6.437407927,989.4389226,177.3738575,7.371450163,2919.009391,452.6813485,767.9006147,Stainless Steel
Bell Crank Linkages,1.852503832,839.3688145,141.3002961,20.23758783,1211.497885,90.26579845,556.0692913,Medium Carbon Steel
Disc Clutches,1.840030428,847.9137281,75.89019533,56.8469955,630.4919095,950.8279807,266.415311,Medium Carbon Steel
